PID,capital.gain,capital.loss,hours.per.week,native.country,class
P18589,0,0,55, United-States, >50K
P18590,0,0,30, El-Salvador, <=50K
P18591,0,0,40, Mexico, <=50K
P18592,0,1651,40, United-States, <=50K
P18593,0,0,40, United-States, <=50K
P18594,0,0,25, United-States, <=50K
P18595,0,0,68, United-States, <=50K
P18596,0,0,40, United-States, <=50K
P18597,0,0,40, United-States, <=50K
P18598,0,0,40, United-States, >50K
P18599,15024,0,40, United-States, >50K
P18600,0,0,16, United-States, <=50K
P18601,0,0,40, United-States, <=50K
P18602,0,1408,50, United-States, <=50K
P18603,4386,0,40, United-States, >50K
P18604,0,0,99, United-States, <=50K
P18605,0,0,40, Dominican-Republic, <=50K
P18606,0,0,40, United-States, <=50K
P18607,0,0,25, Nicaragua, <=50K
P18608,0,0,44, United-States, <=50K
P18609,0,0,35, Dominican-Republic, <=50K
P18610,1055,0,25, United-States, <=50K
P18611,0,0,40, United-States, <=50K
P18612,0,0,45, United-States, <=50K
P18613,0,0,55, United-States, >50K
P18614,3781,0,40, United-States, <=50K
P18615,0,0,32, United-States, <=50K
P18616,0,0,35,Other, >50K
P18617,0,0,50, United-States, <=50K
P18618,0,0,35, United-States, <=50K
P18619,0,0,20, United-States, <=50K
P18620,0,0,35, United-States, <=50K
P18621,0,0,30, United-States, <=50K
P18622,0,0,40, United-States, <=50K
P18623,0,0,35, United-States, <=50K
P18624,14344,0,40, United-States, >50K
P18625,0,0,55, United-States, >50K
P18626,0,0,25, United-States, <=50K
P18627,0,0,40, United-States, <=50K
P18628,0,0,40, United-States, <=50K
P18629,1506,0,50, United-States, <=50K
P18630,0,0,35, United-States, <=50K
P18631,0,0,40, United-States, <=50K
P18632,0,0,40, United-States, <=50K
P18633,15024,0,50, United-States, >50K
P18634,7298,0,40, United-States, >50K
P18635,0,0,40, United-States, <=50K
P18636,0,0,30, United-States, <=50K
P18637,0,0,40, United-States, <=50K
P18638,5178,0,40, United-States, >50K
P18639,0,0,25, United-States, <=50K
P18640,0,0,40, United-States, <=50K
P18641,0,0,40, United-States, <=50K
P18642,0,0,4, United-States, <=50K
P18643,0,0,40, United-States, <=50K
P18644,0,0,40, United-States, >50K
P18645,0,0,40, United-States, <=50K
P18646,0,0,25, United-States, <=50K
P18647,0,0,40, Dominican-Republic, <=50K
P18648,0,0,40, United-States, <=50K
P18649,0,0,50, United-States, >50K
P18650,0,0,40, United-States, <=50K
P18651,0,0,32, United-States, <=50K
P18652,0,0,35, United-States, >50K
P18653,0,0,15, United-States, <=50K
P18654,0,0,43, United-States, >50K
P18655,99999,0,55, United-States, >50K
P18656,0,0,10, United-States, <=50K
P18657,0,0,40, United-States, <=50K
P18658,0,0,84, Japan, >50K
P18659,0,2001,50, United-States, <=50K
P18660,0,0,40, United-States, <=50K
P18661,5178,0,44, United-States, >50K
P18662,0,0,40, United-States, <=50K
P18663,0,0,40, United-States, >50K
P18664,0,0,39, United-States, <=50K
P18665,4650,0,40, United-States, <=50K
P18666,3103,0,42, United-States, >50K
P18667,0,0,40, United-States, <=50K
P18668,0,0,60, United-States, <=50K
P18669,0,0,35, United-States, <=50K
P18670,7688,0,50, United-States, >50K
P18671,0,0,64, United-States, <=50K
P18672,0,0,60, United-States, <=50K
P18673,0,0,35,Other, <=50K
P18674,0,0,40, United-States, >50K
P18675,0,0,40, United-States, <=50K
P18676,0,0,20, United-States, >50K
P18677,0,0,42, United-States, <=50K
P18678,0,0,32,Other, <=50K
P18679,0,2246,8, United-States, >50K
P18680,0,0,40, United-States, <=50K
P18681,0,0,40, United-States, >50K
P18682,15024,0,50, United-States, >50K
P18683,0,0,60, United-States, <=50K
P18684,0,0,25, United-States, <=50K
P18685,15024,0,60, United-States, >50K
P18686,0,0,45, United-States, <=50K
P18687,2885,0,65, Japan, <=50K
P18688,0,0,60, United-States, <=50K
P18689,0,0,6, United-States, <=50K
P18690,0,0,40, United-States, <=50K
P18691,0,0,50, United-States, <=50K
P18692,0,0,40, United-States, <=50K
P18693,0,0,45, United-States, <=50K
P18694,0,0,40, Mexico, <=50K
P18695,0,0,20, United-States, <=50K
P18696,7688,0,40, United-States, >50K
P18697,0,0,40, United-States, <=50K
P18698,0,0,40, United-States, <=50K
P18699,0,0,40, United-States, <=50K
P18700,0,0,40, United-States, <=50K
P18701,0,0,30, United-States, <=50K
P18702,0,0,15, United-States, <=50K
P18703,0,1977,40, United-States, >50K
P18704,3273,0,40, United-States, <=50K
P18705,0,0,55, United-States, <=50K
P18706,0,0,84, United-States, <=50K
P18707,0,0,40, United-States, <=50K
P18708,0,1848,40, United-States, >50K
P18709,0,0,40, United-States, <=50K
P18710,0,0,60, United-States, >50K
P18711,0,0,50, United-States, <=50K
P18712,0,0,40, United-States, <=50K
P18713,0,1590,50, United-States, <=50K
P18714,0,0,40, United-States, <=50K
P18715,0,0,50, United-States, <=50K
P18716,0,0,50, United-States, >50K
P18717,0,0,40, United-States, <=50K
P18718,0,0,40, Philippines, <=50K
P18719,0,0,55, United-States, >50K
P18720,0,0,40, United-States, <=50K
P18721,0,0,20, United-States, <=50K
P18722,0,0,30, United-States, <=50K
P18723,0,0,40, United-States, <=50K
P18724,0,0,40, United-States, <=50K
P18725,0,0,45, United-States, <=50K
P18726,6767,0,40, United-States, <=50K
P18727,0,0,40, Mexico, <=50K
P18728,0,0,50, United-States, <=50K
P18729,0,0,50, United-States, <=50K
P18730,0,1977,40, United-States, >50K
P18731,2329,0,75, United-States, <=50K
P18732,0,0,40, United-States, <=50K
P18733,0,0,60, United-States, <=50K
P18734,0,0,40, United-States, >50K
P18735,0,0,48, United-States, <=50K
P18736,0,0,35, United-States, <=50K
P18737,0,0,40, United-States, <=50K
P18738,0,0,20, United-States, <=50K
P18739,0,0,35, United-States, <=50K
P18740,0,0,60, United-States, >50K
P18741,0,0,60, United-States, <=50K
P18742,0,0,40, United-States, <=50K
P18743,0,0,40, Puerto-Rico, <=50K
P18744,0,0,40, United-States, <=50K
P18745,0,0,40, United-States, <=50K
P18746,0,625,40, United-States, <=50K
P18747,0,0,40, United-States, <=50K
P18748,0,0,15, United-States, <=50K
P18749,0,0,40, United-States, <=50K
P18750,0,0,35, United-States, <=50K
P18751,0,0,35, United-States, <=50K
P18752,0,0,40, United-States, <=50K
P18753,0,0,40, United-States, <=50K
P18754,0,0,40, United-States, <=50K
P18755,0,0,35, United-States, <=50K
P18756,0,0,40, United-States, <=50K
P18757,0,0,16, United-States, <=50K
P18758,0,0,35, Mexico, <=50K
P18759,0,0,50, United-States, <=50K
P18760,0,0,40, United-States, <=50K
P18761,0,0,40, United-States, <=50K
P18762,0,0,50, United-States, <=50K
P18763,0,0,40, United-States, <=50K
P18764,0,0,40, United-States, >50K
P18765,0,0,50, United-States, <=50K
P18766,0,0,43, United-States, <=50K
P18767,0,0,25, United-States, <=50K
P18768,0,0,40, United-States, <=50K
P18769,0,0,40, United-States, <=50K
P18770,0,0,48, United-States, <=50K
P18771,0,0,40, United-States, <=50K
P18772,0,0,40, United-States, <=50K
P18773,3674,0,45, United-States, <=50K
P18774,0,1977,60, United-States, >50K
P18775,0,0,40, United-States, <=50K
P18776,0,0,35, Mexico, <=50K
P18777,0,1408,46, United-States, <=50K
P18778,0,0,50, United-States, >50K
P18779,0,0,40, United-States, >50K
P18780,0,0,50, United-States, >50K
P18781,0,0,35, United-States, <=50K
P18782,0,0,35, United-States, <=50K
P18783,0,0,37, United-States, <=50K
P18784,0,0,60, United-States, <=50K
P18785,0,0,35, United-States, <=50K
P18786,0,0,45, United-States, <=50K
P18787,0,0,40, Mexico, <=50K
P18788,0,0,45, Columbia, <=50K
P18789,0,0,50, United-States, <=50K
P18790,0,0,40, United-States, <=50K
P18791,0,0,30, United-States, <=50K
P18792,0,0,40, United-States, <=50K
P18793,0,0,50, United-States, <=50K
P18794,0,0,40, United-States, <=50K
P18795,0,0,20, United-States, <=50K
P18796,0,0,36, United-States, <=50K
P18797,3818,0,40, United-States, <=50K
P18798,0,2824,40, United-States, >50K
P18799,0,0,37, United-States, <=50K
P18800,0,0,20, United-States, <=50K
P18801,0,0,30, United-States, <=50K
P18802,0,0,40, United-States, <=50K
P18803,0,0,15, United-States, <=50K
P18804,0,0,40, United-States, <=50K
P18805,0,0,45, United-States, <=50K
P18806,4064,0,30, Canada, <=50K
P18807,0,0,40, United-States, <=50K
P18808,0,0,40, United-States, <=50K
P18809,0,1590,40, Japan, <=50K
P18810,7688,0,40, United-States, >50K
P18811,0,0,30, United-States, <=50K
P18812,0,0,40, United-States, <=50K
P18813,0,0,55, United-States, >50K
P18814,0,0,40, United-States, <=50K
P18815,0,0,60, United-States, >50K
P18816,0,0,45, United-States, <=50K
P18817,0,0,50, United-States, <=50K
P18818,7688,0,30, United-States, >50K
P18819,0,1594,25, United-States, <=50K
P18820,0,0,40, United-States, <=50K
P18821,0,0,42, United-States, <=50K
P18822,0,0,40, United-States, <=50K
P18823,0,0,50, United-States, <=50K
P18824,2176,0,35, United-States, <=50K
P18825,0,0,40, United-States, <=50K
P18826,0,0,84, United-States, >50K
P18827,0,0,52, United-States, >50K
P18828,5178,0,50, United-States, >50K
P18829,0,0,55, United-States, >50K
P18830,0,0,40, United-States, <=50K
P18831,0,0,50, United-States, <=50K
P18832,0,0,40, United-States, <=50K
P18833,0,0,40, United-States, <=50K
P18834,0,0,40, United-States, <=50K
P18835,0,0,45, United-States, <=50K
P18836,0,0,60, United-States, >50K
P18837,0,0,4, United-States, <=50K
P18838,0,0,40, United-States, <=50K
P18839,0,0,40, United-States, <=50K
P18840,2290,0,30, Hungary, <=50K
P18841,0,0,45, United-States, <=50K
P18842,0,0,40, Mexico, <=50K
P18843,0,0,40, United-States, <=50K
P18844,0,0,40, United-States, <=50K
P18845,0,0,40, United-States, <=50K
P18846,0,0,40, United-States, <=50K
P18847,0,0,40, United-States, <=50K
P18848,25124,0,60, United-States, >50K
P18849,0,2377,40, United-States, <=50K
P18850,0,0,40, United-States, <=50K
P18851,0,0,50, United-States, <=50K
P18852,0,0,50, United-States, <=50K
P18853,0,1564,51, United-States, >50K
P18854,0,0,35, United-States, >50K
P18855,0,0,20, Mexico, <=50K
P18856,0,0,40, United-States, <=50K
P18857,0,0,65, United-States, <=50K
P18858,0,0,40, United-States, <=50K
P18859,0,1740,40, United-States, <=50K
P18860,0,0,40, United-States, <=50K
P18861,4787,0,45, United-States, >50K
P18862,0,0,40, United-States, <=50K
P18863,0,0,45, United-States, <=50K
P18864,0,0,40, United-States, <=50K
P18865,0,0,55, United-States, <=50K
P18866,0,0,32, United-States, <=50K
P18867,0,0,50, United-States, <=50K
P18868,0,0,40, United-States, <=50K
P18869,0,0,20, United-States, >50K
P18870,0,0,50, United-States, <=50K
P18871,0,0,32, Dominican-Republic, <=50K
P18872,0,1902,40, United-States, >50K
P18873,0,0,55, United-States, <=50K
P18874,0,0,40, United-States, >50K
P18875,3137,0,30, United-States, <=50K
P18876,0,0,40, United-States, <=50K
P18877,0,0,60, United-States, <=50K
P18878,0,0,20, United-States, <=50K
P18879,0,0,40, United-States, >50K
P18880,0,0,40, United-States, >50K
P18881,0,0,36, United-States, <=50K
P18882,0,0,99, United-States, <=50K
P18883,99999,0,60, United-States, >50K
P18884,0,0,40, United-States, >50K
P18885,0,0,40, United-States, <=50K
P18886,0,0,40, United-States, <=50K
P18887,0,0,44, United-States, <=50K
P18888,0,0,40, Jamaica, >50K
P18889,4386,0,40, United-States, >50K
P18890,0,0,20, Philippines, <=50K
P18891,0,0,55, United-States, >50K
P18892,0,0,40, United-States, <=50K
P18893,0,0,40, United-States, >50K
P18894,0,0,40, United-States, >50K
P18895,0,0,40, United-States, <=50K
P18896,0,0,40, United-States, >50K
P18897,0,0,40, United-States, <=50K
P18898,0,0,40, United-States, <=50K
P18899,7688,0,40, United-States, >50K
P18900,0,0,10, United-States, >50K
P18901,0,0,32, Canada, <=50K
P18902,0,0,40, United-States, <=50K
P18903,0,0,10, United-States, <=50K
P18904,0,0,40, United-States, <=50K
P18905,0,0,40, United-States, <=50K
P18906,0,0,40, Mexico, <=50K
P18907,15024,0,40,Other, >50K
P18908,0,0,47, United-States, <=50K
P18909,0,0,37, United-States, <=50K
P18910,0,0,40,Other, <=50K
P18911,0,1485,50, United-States, >50K
P18912,0,0,36, United-States, <=50K
P18913,0,0,40, Mexico, <=50K
P18914,0,1902,40, United-States, >50K
P18915,0,0,38, United-States, >50K
P18916,0,0,25, United-States, <=50K
P18917,0,0,50, United-States, >50K
P18918,0,0,40, United-States, >50K
P18919,0,0,40, United-States, >50K
P18920,0,0,48, United-States, <=50K
P18921,0,0,40, United-States, <=50K
P18922,0,0,25, Mexico, <=50K
P18923,0,0,18, United-States, <=50K
P18924,8614,0,60, United-States, >50K
P18925,0,0,20, United-States, <=50K
P18926,0,0,40, Canada, <=50K
P18927,0,0,40, Puerto-Rico, <=50K
P18928,0,0,40, United-States, >50K
P18929,0,0,40, Columbia, <=50K
P18930,0,0,40, United-States, <=50K
P18931,0,0,37, United-States, >50K
P18932,0,0,10, United-States, <=50K
P18933,0,0,60, United-States, >50K
P18934,0,0,37, United-States, <=50K
P18935,0,0,40, United-States, <=50K
P18936,0,0,50, United-States, >50K
P18937,0,0,52, United-States, <=50K
P18938,0,0,32, United-States, <=50K
P18939,0,0,60, United-States, >50K
P18940,0,0,60, United-States, <=50K
P18941,0,0,40, United-States, <=50K
P18942,0,0,45, United-States, >50K
P18943,0,0,20, United-States, <=50K
P18944,0,0,40, United-States, >50K
P18945,0,0,40, United-States, <=50K
P18946,0,0,13, United-States, <=50K
P18947,0,0,40, United-States, <=50K
P18948,0,0,50, United-States, >50K
P18949,5178,0,40, United-States, >50K
P18950,0,0,40, United-States, <=50K
P18951,0,0,40, United-States, <=50K
P18952,0,0,40, United-States, <=50K
P18953,0,0,30, United-States, <=50K
P18954,0,0,25, United-States, <=50K
P18955,0,0,40, United-States, <=50K
P18956,0,0,65, United-States, >50K
P18957,0,0,24, United-States, <=50K
P18958,0,0,20, United-States, <=50K
P18959,0,0,45, United-States, <=50K
P18960,0,0,40, United-States, <=50K
P18961,14084,0,45, United-States, >50K
P18962,0,0,40, United-States, >50K
P18963,0,0,40, Philippines, >50K
P18964,0,0,15, United-States, <=50K
P18965,0,0,40, United-States, <=50K
P18966,0,0,45, United-States, <=50K
P18967,0,0,3, United-States, <=50K
P18968,4416,0,30, United-States, <=50K
P18969,0,0,35, India, <=50K
P18970,0,0,40, United-States, <=50K
P18971,0,0,20, United-States, <=50K
P18972,13550,0,48, United-States, >50K
P18973,0,0,55, Mexico, <=50K
P18974,0,0,40, United-States, <=50K
P18975,0,0,30, United-States, <=50K
P18976,0,0,80, United-States, <=50K
P18977,0,0,40, United-States, <=50K
P18978,0,0,45, United-States, <=50K
P18979,0,0,25, United-States, <=50K
P18980,0,0,40, United-States, <=50K
P18981,0,2559,48, United-States, >50K
P18982,0,0,35, United-States, <=50K
P18983,0,0,45,Other, <=50K
P18984,0,0,50, United-States, <=50K
P18985,0,0,20, United-States, <=50K
P18986,0,0,40, United-States, <=50K
P18987,0,0,48, United-States, <=50K
P18988,15024,0,45, United-States, >50K
P18989,0,0,30, United-States, <=50K
P18990,0,0,32, United-States, <=50K
P18991,20051,0,40, United-States, >50K
P18992,0,1762,40, United-States, <=50K
P18993,0,0,60, United-States, <=50K
P18994,0,0,50, United-States, <=50K
P18995,0,0,38, United-States, <=50K
P18996,0,0,38, United-States, <=50K
P18997,0,0,38, United-States, <=50K
P18998,0,0,40, United-States, <=50K
P18999,0,0,55, United-States, >50K
P19000,0,0,40, United-States, >50K
P19001,0,0,56, United-States, <=50K
P19002,0,0,40, United-States, >50K
P19003,15024,0,55, United-States, >50K
P19004,0,0,10, United-States, <=50K
P19005,0,0,40, United-States, <=50K
P19006,0,0,40, United-States, >50K
P19007,5178,0,50, United-States, >50K
P19008,0,0,40, United-States, <=50K
P19009,0,0,40, United-States, <=50K
P19010,0,0,40, Mexico, <=50K
P19011,0,0,40, United-States, <=50K
P19012,1797,0,21, United-States, <=50K
P19013,0,0,45, United-States, <=50K
P19014,0,0,40, United-States, <=50K
P19015,0,0,45, United-States, >50K
P19016,0,0,50, United-States, <=50K
P19017,0,1741,40, United-States, <=50K
P19018,0,0,20, United-States, <=50K
P19019,0,0,40, United-States, <=50K
P19020,0,0,40, United-States, <=50K
P19021,0,0,40, United-States, <=50K
P19022,0,0,20, United-States, <=50K
P19023,0,0,5, United-States, >50K
P19024,0,0,37, United-States, >50K
P19025,0,0,40, United-States, <=50K
P19026,7688,0,55, United-States, >50K
P19027,0,0,40, United-States, <=50K
P19028,0,0,40, Philippines, >50K
P19029,0,0,40, United-States, >50K
P19030,0,0,40, United-States, >50K
P19031,0,0,40, United-States, <=50K
P19032,0,0,40, United-States, >50K
P19033,0,0,42, United-States, <=50K
P19034,0,0,10, United-States, <=50K
P19035,0,0,33, United-States, <=50K
P19036,0,0,35, South, <=50K
P19037,0,0,50, United-States, >50K
P19038,0,0,40,Other, >50K
P19039,0,0,8, Philippines, <=50K
P19040,0,0,40, United-States, <=50K
P19041,0,0,40, United-States, <=50K
P19042,0,0,50, United-States, >50K
P19043,0,0,40, United-States, <=50K
P19044,0,0,40, United-States, <=50K
P19045,0,0,25, United-States, <=50K
P19046,0,0,20, United-States, <=50K
P19047,3137,0,40,Other, <=50K
P19048,0,0,40, Portugal, <=50K
P19049,0,0,38, United-States, <=50K
P19050,0,0,40, United-States, <=50K
P19051,0,0,40, United-States, <=50K
P19052,0,0,40, United-States, <=50K
P19053,0,0,50, United-States, <=50K
P19054,0,0,99, United-States, <=50K
P19055,2907,0,52, Cuba, <=50K
P19056,0,0,30,Other, <=50K
P19057,0,0,38, United-States, <=50K
P19058,0,0,35, United-States, <=50K
P19059,0,0,32, United-States, <=50K
P19060,0,0,40, Scotland, <=50K
P19061,0,0,24, United-States, <=50K
P19062,0,0,40, El-Salvador, <=50K
P19063,0,0,46, United-States, >50K
P19064,0,0,15, United-States, <=50K
P19065,0,0,40, United-States, <=50K
P19066,0,0,35, United-States, <=50K
P19067,0,0,40, United-States, <=50K
P19068,0,0,25, United-States, <=50K
P19069,0,0,50, United-States, >50K
P19070,0,0,40, United-States, >50K
P19071,0,0,40, United-States, <=50K
P19072,0,0,40, United-States, <=50K
P19073,0,0,50, United-States, >50K
P19074,0,0,48, United-States, <=50K
P19075,0,0,45, United-States, <=50K
P19076,0,0,40, United-States, >50K
P19077,0,0,40, United-States, <=50K
P19078,0,0,30, United-States, <=50K
P19079,0,0,45, United-States, >50K
P19080,0,0,40, United-States, <=50K
P19081,99999,0,60, United-States, >50K
P19082,0,0,8, United-States, <=50K
P19083,0,0,48, United-States, <=50K
P19084,0,0,40, United-States, <=50K
P19085,99999,0,30, United-States, >50K
P19086,0,0,40, United-States, <=50K
P19087,0,0,39, United-States, <=50K
P19088,0,0,55, United-States, <=50K
P19089,15024,0,50, United-States, >50K
P19090,0,0,40, United-States, <=50K
P19091,0,1602,24, United-States, <=50K
P19092,0,0,25, United-States, <=50K
P19093,0,0,45, United-States, <=50K
P19094,0,0,7, United-States, <=50K
P19095,0,0,20, Vietnam, <=50K
P19096,0,0,35, United-States, <=50K
P19097,0,0,30, Canada, <=50K
P19098,0,0,40, Iran, <=50K
P19099,0,0,40, United-States, <=50K
P19100,0,0,40, United-States, <=50K
P19101,0,0,12, United-States, <=50K
P19102,0,0,40, United-States, <=50K
P19103,0,0,40, Puerto-Rico, <=50K
P19104,0,0,25, United-States, <=50K
P19105,0,0,40, United-States, <=50K
P19106,0,0,45, United-States, >50K
P19107,0,0,15, United-States, <=50K
P19108,0,0,40, United-States, <=50K
P19109,0,0,50, United-States, <=50K
P19110,0,0,20, United-States, <=50K
P19111,0,0,40, United-States, <=50K
P19112,0,0,40, United-States, <=50K
P19113,0,0,28, United-States, <=50K
P19114,0,0,40, El-Salvador, <=50K
P19115,0,0,20, United-States, <=50K
P19116,0,0,40, United-States, <=50K
P19117,0,0,40, United-States, >50K
P19118,0,0,16, United-States, <=50K
P19119,0,0,40, Ecuador, <=50K
P19120,0,0,40, Cuba, <=50K
P19121,3103,0,45, United-States, >50K
P19122,7688,0,45, United-States, >50K
P19123,0,0,40, United-States, <=50K
P19124,0,0,45, United-States, <=50K
P19125,0,0,18, United-States, <=50K
P19126,0,0,15, United-States, <=50K
P19127,0,0,55, United-States, <=50K
P19128,0,0,40, United-States, <=50K
P19129,0,0,35, United-States, <=50K
P19130,0,0,52, Outlying-US(Guam-USVI-etc), <=50K
P19131,5178,0,60, United-States, >50K
P19132,0,0,40, United-States, <=50K
P19133,0,0,36, United-States, <=50K
P19134,99999,0,40, United-States, >50K
P19135,0,0,40, United-States, <=50K
P19136,0,0,24, United-States, <=50K
P19137,0,0,70, United-States, <=50K
P19138,0,0,40, United-States, <=50K
P19139,0,0,50, United-States, <=50K
P19140,0,0,40, United-States, <=50K
P19141,0,2824,76, United-States, >50K
P19142,0,0,99, United-States, <=50K
P19143,0,0,40, United-States, <=50K
P19144,10520,0,40, United-States, >50K
P19145,0,0,40, United-States, <=50K
P19146,0,0,40, United-States, <=50K
P19147,0,0,40, United-States, <=50K
P19148,0,0,15, United-States, <=50K
P19149,0,0,40, United-States, <=50K
P19150,0,0,40, United-States, <=50K
P19151,0,0,40, United-States, <=50K
P19152,0,0,40, United-States, <=50K
P19153,0,0,40, United-States, <=50K
P19154,0,0,53, United-States, <=50K
P19155,0,0,60, United-States, >50K
P19156,0,0,38, Mexico, <=50K
P19157,7688,0,40, United-States, >50K
P19158,0,0,40, United-States, <=50K
P19159,0,0,40, United-States, <=50K
P19160,0,0,40, United-States, <=50K
P19161,0,0,92, United-States, <=50K
P19162,0,0,40, United-States, <=50K
P19163,0,0,40, United-States, <=50K
P19164,0,0,60, United-States, <=50K
P19165,0,0,40, United-States, <=50K
P19166,0,0,15, United-States, <=50K
P19167,0,1848,45, United-States, >50K
P19168,0,0,40, United-States, <=50K
P19169,0,0,49, United-States, <=50K
P19170,0,0,48,Other, <=50K
P19171,0,0,40, United-States, <=50K
P19172,0,0,18, United-States, <=50K
P19173,0,0,20, United-States, <=50K
P19174,0,0,20, United-States, <=50K
P19175,0,0,40, United-States, <=50K
P19176,0,0,60, United-States, <=50K
P19177,0,0,40, United-States, <=50K
P19178,0,0,25, United-States, <=50K
P19179,0,0,40, United-States, <=50K
P19180,0,0,54, Mexico, <=50K
P19181,0,0,20, United-States, <=50K
P19182,0,0,45, United-States, <=50K
P19183,0,0,50, Germany, >50K
P19184,0,0,35, Canada, <=50K
P19185,0,0,45, United-States, <=50K
P19186,0,0,50, United-States, <=50K
P19187,0,0,40, Dominican-Republic, <=50K
P19188,0,0,15, United-States, >50K
P19189,0,0,40, United-States, <=50K
P19190,0,0,40, United-States, <=50K
P19191,0,0,15, United-States, <=50K
P19192,0,0,40, United-States, <=50K
P19193,0,0,50, United-States, <=50K
P19194,15024,0,40, United-States, >50K
P19195,0,0,16, United-States, <=50K
P19196,0,0,15, United-States, <=50K
P19197,0,0,40, United-States, <=50K
P19198,0,0,40, United-States, <=50K
P19199,0,0,40, United-States, >50K
P19200,0,0,40, United-States, <=50K
P19201,0,0,40, Taiwan, <=50K
P19202,0,0,24, United-States, <=50K
P19203,0,0,40, United-States, >50K
P19204,0,0,40, United-States, <=50K
P19205,0,0,40, United-States, >50K
P19206,0,0,40, United-States, <=50K
P19207,0,0,25, United-States, <=50K
P19208,0,0,40, United-States, <=50K
P19209,0,0,40, United-States, >50K
P19210,1055,0,32, United-States, <=50K
P19211,0,0,40, United-States, <=50K
P19212,0,1721,15, United-States, <=50K
P19213,0,0,37, United-States, <=50K
P19214,0,0,40, United-States, <=50K
P19215,0,0,40, United-States, >50K
P19216,0,0,50, United-States, <=50K
P19217,0,0,40, United-States, <=50K
P19218,0,0,32, United-States, <=50K
P19219,0,0,54, United-States, <=50K
P19220,0,1977,45, United-States, >50K
P19221,0,0,30, United-States, <=50K
P19222,0,1974,40, United-States, <=50K
P19223,914,0,40, United-States, <=50K
P19224,0,0,32, United-States, <=50K
P19225,0,0,40, Mexico, <=50K
P19226,0,0,40, United-States, >50K
P19227,0,0,40, United-States, <=50K
P19228,3411,0,40, United-States, <=50K
P19229,0,0,40, United-States, <=50K
P19230,0,0,40, United-States, <=50K
P19231,0,0,38, United-States, <=50K
P19232,0,0,48, United-States, <=50K
P19233,0,0,40, United-States, <=50K
P19234,0,0,40, United-States, <=50K
P19235,0,0,40, Jamaica, <=50K
P19236,0,0,40, United-States, <=50K
P19237,0,1602,18, United-States, <=50K
P19238,0,0,40, United-States, <=50K
P19239,0,0,30, United-States, <=50K
P19240,0,0,30, United-States, <=50K
P19241,0,0,24, United-States, <=50K
P19242,0,0,40, United-States, <=50K
P19243,0,0,40, United-States, <=50K
P19244,0,0,8, United-States, <=50K
P19245,0,0,40, United-States, <=50K
P19246,0,0,40,Other, <=50K
P19247,0,0,40, United-States, <=50K
P19248,0,0,50, United-States, >50K
P19249,0,0,50, United-States, <=50K
P19250,0,0,40, United-States, >50K
P19251,0,0,40, United-States, >50K
P19252,0,0,40, United-States, <=50K
P19253,0,0,40, United-States, >50K
P19254,0,0,20, Peru, <=50K
P19255,0,0,40, United-States, >50K
P19256,0,0,25, United-States, <=50K
P19257,0,0,40,Other, <=50K
P19258,0,0,40, United-States, <=50K
P19259,0,0,40, United-States, <=50K
P19260,0,0,50, United-States, <=50K
P19261,0,0,40, United-States, <=50K
P19262,0,0,50, United-States, <=50K
P19263,0,0,40, United-States, <=50K
P19264,0,0,50, Haiti, <=50K
P19265,0,0,40, United-States, >50K
P19266,3464,0,50, United-States, <=50K
P19267,0,0,40, United-States, <=50K
P19268,0,0,20, United-States, <=50K
P19269,0,0,10, United-States, <=50K
P19270,3325,0,45, United-States, <=50K
P19271,9386,0,50, United-States, >50K
P19272,0,0,60, United-States, <=50K
P19273,0,0,48, United-States, >50K
P19274,0,0,20, United-States, <=50K
P19275,0,0,40, United-States, <=50K
P19276,0,0,40, United-States, <=50K
P19277,0,0,38, United-States, <=50K
P19278,0,0,40, United-States, <=50K
P19279,0,0,28, Guatemala, <=50K
P19280,0,0,40, United-States, <=50K
P19281,14084,0,30, United-States, >50K
P19282,0,0,40, United-States, >50K
P19283,7688,0,55, United-States, >50K
P19284,0,0,60, United-States, <=50K
P19285,0,0,40, United-States, <=50K
P19286,0,0,37, United-States, <=50K
P19287,0,0,40, United-States, <=50K
P19288,0,0,35, United-States, <=50K
P19289,0,0,40, United-States, <=50K
P19290,0,0,30, United-States, <=50K
P19291,0,0,35, United-States, <=50K
P19292,0,0,50, United-States, >50K
P19293,0,0,44, United-States, >50K
P19294,0,0,40, United-States, <=50K
P19295,0,0,40, United-States, >50K
P19296,0,0,40, United-States, <=50K
P19297,0,0,3, United-States, <=50K
P19298,0,0,40, United-States, <=50K
P19299,10605,0,60, United-States, >50K
P19300,0,0,40,Other, <=50K
P19301,0,0,40, United-States, <=50K
P19302,0,0,40, United-States, <=50K
P19303,0,0,40, United-States, <=50K
P19304,0,0,40, United-States, <=50K
P19305,0,0,40, United-States, <=50K
P19306,0,0,52, United-States, <=50K
P19307,0,0,40, United-States, <=50K
P19308,0,0,48, United-States, <=50K
P19309,0,0,40, United-States, <=50K
P19310,0,1740,45, United-States, <=50K
P19311,0,0,50, United-States, >50K
P19312,0,0,40, United-States, <=50K
P19313,0,0,40, United-States, <=50K
P19314,0,0,40, United-States, <=50K
P19315,0,0,40, United-States, >50K
P19316,0,0,25, United-States, <=50K
P19317,0,0,20,Other, <=50K
P19318,0,0,40, United-States, <=50K
P19319,0,0,50, United-States, <=50K
P19320,594,0,50, United-States, <=50K
P19321,0,0,38, United-States, <=50K
